,checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,books_borrowed,genre,pages,publication_year,publisher
212,9254,1059,501,2025-10-23,2025-11-07,Lina,Halim,7,Heliopolis,Active,2024-01-06,7,Adventure,128,2017,Nile Press
213,9259,1057,501,2025-11-16,2025-11-30,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Adventure,128,2017,Nile Press
214,9010,1009,513,2025-07-22,2025-08-16,Hassan,Saleh,6,Maadi,Active,2025-04-25,1,Science,294,2021,Oasis Books
215,9347,1075,519,2025-07-17,2025-07-31,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Friendship,157,2014,Nile Press
217,9147,1028,512,2025-10-05,2025-11-01,Hassan,Adel,9,Nasr City,Active,2025-11-12,3,Adventure,238,2022,Delta House
218,9125,1039,501,2025-06-17,,Nada,Riad,7,Nasr City,Active,2025-01-22,2,Adventure,128,2017,Nile Press
219,9168,1030,513,2025-09-13,2025-09-23,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Science,294,2021,Oasis Books
220,9270,1057,517,2024-12-08,2024-12-30,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Mystery,338,2015,Delta House
221,9068,1003,501,2025-11-14,2025-12-03,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Adventure,128,2017,Nile Press
222,9327,1065,513,2025-03-09,2025-04-01,Adam,Fahmy,6,Zamalek,Active,2025-07-12,17,Science,294,2021,Oasis Books
223,9273,1047,510,2024-12-07,2025-01-05,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Mystery,134,2013,Cairo Young Readers
224,9301,1062,519,2024-11-10,2024-11-23,Tarek,Adel,7,Zamalek,Active,2023-01-22,7,Friendship,157,2014,Nile Press
226,9074,1003,501,2024-06-19,2024-07-06,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Adventure,128,2017,Nile Press
227,9368,1079,525,2025-02-12,2025-03-10,Rana,Osman,8,Shubra,Active,2024-10-27,10,Adventure,297,2015,Oasis Books
228,9233,1059,512,2024-12-08,2024-12-15,Lina,Halim,7,Heliopolis,Active,2024-01-06,7,Adventure,238,2022,Delta House
229,9200,1060,509,2024-12-08,,Layla,Wahba,7,Heliopolis,Active,2024-03-26,2,Mystery,221,2011,Nile Press
230,9349,1077,501,2024-03-04,2024-04-02,Lina,Rashad,6,Shubra,Active,2023-07-08,6,Adventure,128,2017,Nile Press
231,9350,1080,501,2025-06-22,2025-07-17,Bassel,Wahba,9,Shubra,Active,2023-12-28,2,Adventure,128,2017,Nile Press
232,9345,1075,507,2025-02-03,2025-03-01,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Science,160,2024,Nile Press
233,9195,1024,507,2025-02-22,2025-03-17,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Science,160,2024,Nile Press
234,9325,1072,519,2024-01-11,,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Friendship,157,2014,Nile Press
235,9245,1044,519,2024-12-13,2024-12-21,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Friendship,157,2014,Nile Press
236,9146,1034,509,2025-02-23,2025-03-14,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Mystery,221,2011,Nile Press
237,9379,1062,501,2024-12-18,2024-12-26,Tarek,Adel,7,Zamalek,Active,2023-01-22,7,Adventure,128,2017,Nile Press
238,9374,1080,505,2024-08-05,2024-08-12,Bassel,Wahba,9,Shubra,Active,2023-12-28,2,Historical,216,2024,Oasis Books
239,9107,1024,505,2024-09-24,2024-10-12,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Historical,216,2024,Oasis Books
240,9029,1005,507,2025-03-07,2025-03-29,Youssef,Halim,9,Maadi,Active,2024-05-05,3,Science,160,2024,Nile Press
241,9108,1024,507,2025-02-02,2025-02-27,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Science,160,2024,Nile Press
242,9201,1055,531,2025-11-24,2025-12-16,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,2,Friendship,272,2018,Oasis Books
243,9253,1058,507,2025-06-15,2025-07-10,Lina,Mansour,8,Heliopolis,Active,2025-07-20,3,Science,160,2024,Nile Press
244,9334,1065,507,2025-12-20,2026-01-05,Adam,Fahmy,6,Zamalek,Active,2025-07-12,17,Science,160,2024,Nile Press
245,9160,1030,501,2024-06-20,2024-07-07,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Adventure,128,2017,Nile Press
247,9344,1076,507,2024-09-12,,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Science,160,2024,Nile Press
248,9004,1013,519,2025-07-27,2025-08-16,Ziad,Fouad,9,Maadi,Active,2025-06-27,2,Friendship,157,2014,Nile Press
249,9224,1057,513,2025-05-25,,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Science,294,2021,Oasis Books
250,9235,1047,516,2024-02-16,,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Nature,241,2010,Nile Press
251,9118,1030,507,2024-05-12,,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Science,160,2024,Nile Press
252,9381,1079,507,2025-05-30,2025-06-18,Rana,Osman,8,Shubra,Active,2024-10-27,10,Science,160,2024,Nile Press
254,9220,1047,507,2025-08-04,,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Science,160,2024,Nile Press
256,9320,1073,501,2025-07-19,2025-08-13,Yassin,Kamel,7,Zamalek,Inactive,2025-08-26,2,Adventure,128,2017,Nile Press
257,9300,1061,528,2024-08-15,2024-09-02,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,8,Nature,114,2010,Delta House
258,9364,1077,513,2024-08-18,2024-09-07,Lina,Rashad,6,Shubra,Active,2023-07-08,6,Science,294,2021,Oasis Books
259,9035,1020,501,2024-08-01,2024-08-23,Rana,Fouad,6,Maadi,Active,2025-12-04,7,Adventure,128,2017,Nile Press
260,9382,1076,507,2025-02-26,2025-03-08,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Science,160,2024,Nile Press
261,9133,1034,519,2025-05-28,2025-06-24,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Friendship,157,2014,Nile Press
262,9276,1050,514,2025-06-28,2025-07-08,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Science Fiction,328,2023,Cairo Young Readers
263,9104,1018,507,2024-05-15,,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Science,160,2024,Nile Press
264,9367,1079,507,2024-03-19,2024-03-28,Rana,Osman,8,Shubra,Active,2024-10-27,10,Science,160,2024,Nile Press
265,9373,1079,508,2024-03-20,2024-04-19,Rana,Osman,8,Shubra,Active,2024-10-27,10,Science,306,2011,Oasis Books
266,9217,1047,530,2024-04-07,,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Adventure,208,2012,Oasis Books
267,9022,1010,507,2025-11-14,2025-12-03,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Science,160,2024,Nile Press
268,9065,1016,509,2024-12-21,,Dina,Rashad,8,Maadi,Active,2023-04-24,7,Mystery,221,2011,Nile Press
270,9109,1034,512,2024-08-20,2024-09-14,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Adventure,238,2022,Delta House
271,9086,1018,501,2024-06-20,2024-06-29,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Adventure,128,2017,Nile Press
272,9089,1010,507,2025-06-22,2025-07-22,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Science,160,2024,Nile Press
273,9230,1050,501,2025-09-10,2025-10-07,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Adventure,128,2017,Nile Press
274,9062,1010,520,2024-07-28,2024-08-26,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Science Fiction,136,2009,Oasis Books
276,9265,1049,513,2024-08-12,2024-09-10,Ahmed,Gamal,6,Heliopolis,Active,2023-06-10,1,Science,294,2021,Oasis Books
279,9203,1057,501,2025-10-25,,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Adventure,128,2017,Nile Press
281,9154,1030,525,2025-05-18,2025-05-26,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Adventure,297,2015,Oasis Books
282,9285,1071,513,2025-02-24,,Jana,Hegazy,8,Zamalek,Active,2024-09-27,2,Science,294,2021,Oasis Books
283,9121,1027,522,2025-02-24,2025-03-14,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Mystery,104,2016,Cairo Young Readers
284,9244,1050,507,2025-04-23,2025-05-06,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Science,160,2024,Nile Press
285,9275,1047,507,2025-09-21,2025-10-08,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Science,160,2024,Nile Press
286,9215,1044,507,2024-02-07,,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Science,160,2024,Nile Press
288,9314,1072,522,2024-08-13,2024-09-02,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Mystery,104,2016,Cairo Young Readers
289,9299,1072,521,2024-01-04,2024-01-23,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Science,211,2024,Cairo Young Readers
290,9353,1075,528,2025-12-13,2025-12-30,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Nature,114,2010,Delta House
291,9117,1026,501,2025-09-13,,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,3,Adventure,128,2017,Nile Press
292,9212,1044,512,2024-09-14,,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Adventure,238,2022,Delta House
294,9177,1027,513,2024-01-18,,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Science,294,2021,Oasis Books
296,9329,1062,513,2025-03-06,,Tarek,Adel,7,Zamalek,Active,2023-01-22,7,Science,294,2021,Oasis Books
297,9078,1008,521,2024-09-21,2024-10-12,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Science,211,2024,Cairo Young Readers
298,9032,1011,501,2024-11-24,2024-12-11,Menna,Halim,8,Maadi,Active,2024-04-22,2,Adventure,128,2017,Nile Press
299,9289,1072,522,2025-09-09,2025-09-19,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Mystery,104,2016,Cairo Young Readers
300,9138,1039,516,2025-08-22,2025-08-31,Nada,Riad,7,Nasr City,Active,2025-01-22,2,Nature,241,2010,Nile Press
302,9306,1074,510,2024-08-03,2024-08-10,Mostafa,Saleh,8,Zamalek,Active,2025-11-21,2,Mystery,134,2013,Cairo Young Readers
303,9239,1050,519,2025-02-10,2025-02-22,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Friendship,157,2014,Nile Press
304,9226,1044,519,2025-03-18,,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Friendship,157,2014,Nile Press
307,9229,1047,501,2025-11-16,2025-12-08,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Adventure,128,2017,Nile Press
308,9096,1022,501,2025-02-17,2025-03-17,Youssef,Fouad,7,Maadi,Active,2025-02-28,6,Adventure,128,2017,Nile Press
310,9196,1030,526,2025-01-15,2025-02-02,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Science Fiction,125,2016,Delta House
311,9190,1030,502,2025-12-04,2025-12-18,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Adventure,109,2018,Delta House
312,9095,1002,507,2024-06-25,2024-07-07,Fares,Saleh,9,Maadi,Active,2025-01-22,2,Science,160,2024,Nile Press
313,9199,1053,518,2024-11-28,2024-12-08,Adam,Shafik,9,Heliopolis,Active,2024-01-03,5,Adventure,163,2011,Delta House
314,9279,1047,514,2025-07-06,2025-07-28,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Science Fiction,328,2023,Cairo Young Readers
315,9047,1007,507,2024-10-11,2024-10-24,Sherif,Fouad,6,Maadi,Active,2025-08-18,3,Science,160,2024,Nile Press
316,9351,1075,514,2024-01-03,2024-01-28,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Science Fiction,328,2023,Cairo Young Readers
317,9251,1046,507,2024-06-09,,Amir,Fouad,7,Heliopolis,Active,2025-12-11,1,Science,160,2024,Nile Press
318,9242,1047,520,2025-06-01,2025-07-01,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Science Fiction,136,2009,Oasis Books
320,9158,1040,513,2025-03-07,2025-03-24,Dina,Adel,9,Nasr City,Active,2025-12-26,2,Science,294,2021,Oasis Books
321,9060,1010,527,2024-05-20,2024-05-28,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Nature,328,2017,Delta House
322,9243,1060,513,2025-09-13,2025-10-09,Layla,Wahba,7,Heliopolis,Active,2024-03-26,2,Science,294,2021,Oasis Books
323,9042,1010,509,2024-02-28,,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Mystery,221,2011,Nile Press
324,9150,1024,507,2025-10-14,2025-10-24,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Science,160,2024,Nile Press
325,9377,1034,507,2025-03-25,2025-04-06,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Science,160,2024,Nile Press
326,9356,1076,501,2025-03-14,2025-04-13,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Adventure,128,2017,Nile Press
327,9014,1010,519,2024-06-28,2024-07-20,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Friendship,157,2014,Nile Press
328,9346,1076,519,2024-04-27,,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Friendship,157,2014,Nile Press
329,9103,1003,513,2025-09-04,2025-09-25,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Science,294,2021,Oasis Books
331,9308,1072,525,2024-02-17,2024-03-12,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Adventure,297,2015,Oasis Books
332,9321,1070,501,2025-12-28,2026-01-09,Ahmed,Zaki,9,Zamalek,Active,2025-07-22,3,Adventure,128,2017,Nile Press
334,9045,1008,520,2024-05-28,,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Science Fiction,136,2009,Oasis Books
336,9002,1020,515,2024-12-06,2024-12-11,Rana,Fouad,6,Maadi,Active,2025-12-04,7,Poetry,316,2022,Cairo Young Readers
337,9185,1026,519,2025-10-22,2025-11-01,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,3,Friendship,157,2014,Nile Press
338,9359,1077,501,2025-01-26,,Lina,Rashad,6,Shubra,Active,2023-07-08,6,Adventure,128,2017,Nile Press
339,9079,1008,520,2025-12-27,2026-01-05,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Science Fiction,136,2009,Oasis Books
340,9252,1054,513,2024-08-04,2024-08-09,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,6,Science,294,2021,Oasis Books
341,9282,1057,530,2025-07-22,2025-08-18,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Adventure,208,2012,Oasis Books
342,9293,1071,525,2025-08-05,2025-08-18,Jana,Hegazy,8,Zamalek,Active,2024-09-27,2,Adventure,297,2015,Oasis Books
345,9050,1003,521,2025-08-21,,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Science,211,2024,Cairo Young Readers
346,9122,1034,525,2025-06-04,2025-06-30,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Adventure,297,2015,Oasis Books
347,9153,1030,530,2024-10-12,2024-10-26,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Adventure,208,2012,Oasis Books
348,9145,1034,501,2025-11-10,2025-12-10,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Adventure,128,2017,Nile Press
349,9339,1073,501,2025-02-02,,Yassin,Kamel,7,Zamalek,Inactive,2025-08-26,2,Adventure,128,2017,Nile Press
350,9136,1030,532,2024-10-03,2024-10-20,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Friendship,337,2017,Oasis Books
351,9277,1057,519,2025-10-19,2025-10-28,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Friendship,157,2014,Nile Press
352,9284,1062,513,2025-09-27,2025-10-26,Tarek,Adel,7,Zamalek,Active,2023-01-22,7,Science,294,2021,Oasis Books
353,9210,1044,507,2025-09-11,2025-09-29,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Science,160,2024,Nile Press
354,9098,1008,525,2024-12-15,2024-12-31,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Adventure,297,2015,Oasis Books
355,9106,1034,501,2025-08-20,2025-08-27,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Adventure,128,2017,Nile Press
356,9170,1034,522,2025-10-16,2025-10-28,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Mystery,104,2016,Cairo Young Readers
358,9028,1017,507,2025-01-19,2025-01-28,Adam,Badr,9,Maadi,Active,2025-07-12,2,Science,160,2024,Nile Press
359,9081,1017,502,2025-08-25,2025-09-17,Adam,Badr,9,Maadi,Active,2025-07-12,2,Adventure,109,2018,Delta House
360,9223,1050,510,2024-04-11,2024-05-04,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Mystery,134,2013,Cairo Young Readers
361,9311,1065,507,2025-06-26,2025-07-09,Adam,Fahmy,6,Zamalek,Active,2025-07-12,17,Science,160,2024,Nile Press
362,9085,1018,525,2025-08-19,2025-09-18,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Adventure,297,2015,Oasis Books
363,9335,1065,513,2024-12-18,2024-12-30,Adam,Fahmy,6,Zamalek,Active,2025-07-12,17,Science,294,2021,Oasis Books
364,9221,1055,520,2025-04-12,2025-04-18,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,2,Science Fiction,136,2009,Oasis Books
365,9016,1016,527,2024-12-03,2024-12-11,Dina,Rashad,8,Maadi,Active,2023-04-24,7,Nature,328,2017,Delta House
366,9361,1075,524,2024-04-19,,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Historical,114,2016,Cairo Young Readers
367,9248,1044,514,2025-07-01,2025-07-18,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Science Fiction,328,2023,Cairo Young Readers
368,9315,1068,501,2024-06-11,2024-07-04,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,6,Adventure,128,2017,Nile Press
369,9305,1062,519,2024-01-23,2024-01-31,Tarek,Adel,7,Zamalek,Active,2023-01-22,7,Friendship,157,2014,Nile Press
370,9174,1024,528,2025-12-16,2026-01-07,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Nature,114,2010,Delta House
371,9048,1003,519,2024-12-03,2025-01-01,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Friendship,157,2014,Nile Press
372,9281,1044,525,2024-06-01,2024-06-12,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Adventure,297,2015,Oasis Books
373,9039,1018,513,2024-07-21,2024-08-10,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Science,294,2021,Oasis Books
374,9083,1011,516,2025-10-02,2025-10-09,Menna,Halim,8,Maadi,Active,2024-04-22,2,Nature,241,2010,Nile Press
376,9088,1003,519,2025-09-17,2025-10-03,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Friendship,157,2014,Nile Press
377,9176,1027,501,2024-11-08,2024-11-26,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Adventure,128,2017,Nile Press
379,9054,1013,510,2024-11-21,,Ziad,Fouad,9,Maadi,Active,2025-06-27,2,Mystery,134,2013,Cairo Young Readers
380,9134,1037,516,2025-09-08,2025-09-19,Retaj,Kamel,9,Nasr City,Inactive,2023-08-26,2,Nature,241,2010,Nile Press
381,9164,1034,507,2024-12-02,2024-12-12,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Science,160,2024,Nile Press
382,9011,1022,513,2024-03-17,,Youssef,Fouad,7,Maadi,Active,2025-02-28,6,Science,294,2021,Oasis Books
383,9151,1034,528,2025-04-25,2025-05-16,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Nature,114,2010,Delta House
384,9018,1003,522,2025-06-12,2025-06-24,Bassel,Hegazy,6,Maadi,Active,2025-04-23,9,Mystery,104,2016,Cairo Young Readers
386,9232,1044,513,2025-05-26,2025-06-11,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Science,294,2021,Oasis Books
387,9084,1008,511,2024-06-27,2024-07-22,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Historical,117,2016,Nile Press
388,9116,1024,519,2025-01-10,2025-02-09,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Friendship,157,2014,Nile Press
389,9352,1076,501,2025-02-02,,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Adventure,128,2017,Nile Press
391,9384,1026,522,2025-07-11,,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,1,Mystery,104,2016,Cairo Young Readers
392,9385,1049,520,2025-07-11,,Ahmed,Gamal,6,Heliopolis,Active,2023-06-10,1,Science Fiction,136,2009,Oasis Books
393,9386,1062,525,2025-07-05,,Tarek,Adel,7,Zamalek,Active,2023-01-22,1,Adventure,297,2015,Oasis Books
394,9387,1065,520,2025-07-07,,Adam,Fahmy,6,Zamalek,Active,2025-07-12,1,Science Fiction,136,2009,Oasis Books
396,9389,1063,522,2025-07-07,,Layla,Fouad,6,Zamalek,Active,2024-06-21,1,Mystery,104,2016,Cairo Young Readers
397,9390,1022,511,2025-07-12,,Youssef,Fouad,7,Maadi,Active,2025-02-28,1,Historical,117,2016,Nile Press
398,9391,1029,523,2025-07-09,,Rana,Kamel,6,Nasr City,Active,2023-04-03,1,Historical,276,2018,Oasis Books
399,9392,1005,513,2025-07-10,,Youssef,Halim,9,Maadi,Active,2024-05-05,1,Science,294,2021,Oasis Books
400,9393,1058,518,2025-07-08,,Lina,Mansour,8,Heliopolis,Active,2025-07-20,1,Adventure,163,2011,Delta House
401,9394,1002,521,2025-07-08,,Fares,Saleh,9,Maadi,Active,2025-01-22,1,Science,211,2024,Cairo Young Readers
402,9395,1041,504,2025-07-05,,Nada,Rashad,7,Nasr City,Active,2024-04-02,2,Science,319,2009,Cairo Young Readers
403,9396,1055,526,2025-07-11,,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,1,Science Fiction,125,2016,Delta House
404,9397,1061,513,2025-07-06,,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,2,Science,294,2021,Oasis Books
405,9398,1012,509,2025-07-11,,Ali,Hegazy,7,Maadi,Active,2025-12-08,1,Mystery,221,2011,Nile Press
406,9399,1007,510,2025-07-07,,Sherif,Fouad,6,Maadi,Active,2025-08-18,1,Mystery,134,2013,Cairo Young Readers
407,9400,1073,530,2025-07-07,,Yassin,Kamel,7,Zamalek,Inactive,2025-08-26,1,Adventure,208,2012,Oasis Books
408,9401,1003,501,2025-07-08,,Bassel,Hegazy,6,Maadi,Active,2025-04-23,1,Adventure,128,2017,Nile Press
409,9402,1017,507,2025-07-11,,Adam,Badr,9,Maadi,Active,2025-07-12,1,Science,160,2024,Nile Press
410,9403,1061,504,2025-07-06,,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,2,Science,319,2009,Cairo Young Readers
411,9404,1041,512,2025-07-06,,Nada,Rashad,7,Nasr City,Active,2024-04-02,2,Adventure,238,2022,Delta House
